#自治体コード表（2007年7月時点）＋07年04年参院選データシート＋07年都道府県議選の投票有無
#有＝有権者数、投＝投票者数、率＝投票率、差＝07年の投票率－04年の投票率、県無投＝無投票のときTRUE
コード,都道府県,自治体1,自治体2,市区町村,参有男07,参有女07,参有計07,参投男07,参投女07,参投計07,参率男07,参率女07,参率計07,参率男04,参率女04,参率計04,参差男07,参差女07,参差計07,県無投07
01100,北海道,札幌市,,札幌市,,,,,,,,,,,,,,,,
01101,北海道,札幌市,中央区,札幌市中央区,,,,,,,,,,,,,,,,
01102,北海道,札幌市,北区,札幌市北区,,,,,,,,,,,,,,,,
01103,北海道,札幌市,東区,札幌市東区,,,,,,,,,,,,,,,,
01104,北海道,札幌市,白石区,札幌市白石区,,,,,,,,,,,,,,,,
01105,北海道,札幌市,豊平区,札幌市豊平区,,,,,,,,,,,,,,,,
01106,北海道,札幌市,南区,札幌市南区,,,,,,,,,,,,,,,,
01107,北海道,札幌市,西区,札幌市西区,,,,,,,,,,,,,,,,
01108,北海道,札幌市,厚別区,札幌市厚別区,,,,,,,,,,,,,,,,
01109,北海道,札幌市,手稲区,札幌市手稲区,,,,,,,,,,,,,,,,
01110,北海道,札幌市,清田区,札幌市清田区,,,,,,,,,,,,,,,,
01202,北海道,,函館市,函館市,,,,,,,,,,,,,,,,
01203,北海道,,小樽市,小樽市,,,,,,,,,,,,,,,,
01204,北海道,,旭川市,旭川市,,,,,,,,,,,,,,,,
01205,北海道,,室蘭市,室蘭市,,,,,,,,,,,,,,,,
01206,北海道,,釧路市,釧路市,,,,,,,,,,,,,,,,
01207,北海道,,帯広市,帯広市,,,,,,,,,,,,,,,,
01208,北海道,,北見市,北見市,,,,,,,,,,,,,,,,
01209,北海道,,夕張市,夕張市,,,,,,,,,,,,,,,,
01210,北海道,,岩見沢市,岩見沢市,,,,,,,,,,,,,,,,
01211,北海道,,網走市,網走市,,,,,,,,,,,,,,,,
01212,北海道,,留萌市,留萌市,,,,,,,,,,,,,,,,
01213,北海道,,苫小牧市,苫小牧市,,,,,,,,,,,,,,,,
01214,北海道,,稚内市,稚内市,,,,,,,,,,,,,,,,
01215,北海道,,美唄市,美唄市,,,,,,,,,,,,,,,,
01216,北海道,,芦別市,芦別市,,,,,,,,,,,,,,,,
01217,北海道,,江別市,江別市,,,,,,,,,,,,,,,,
01218,北海道,,赤平市,赤平市,,,,,,,,,,,,,,,,
01219,北海道,,紋別市,紋別市,,,,,,,,,,,,,,,,
01220,北海道,,士別市,士別市,,,,,,,,,,,,,,,,
01221,北海道,,名寄市,名寄市,,,,,,,,,,,,,,,,
01222,北海道,,三笠市,三笠市,,,,,,,,,,,,,,,,
01223,北海道,,根室市,根室市,,,,,,,,,,,,,,,,
01224,北海道,,千歳市,千歳市,,,,,,,,,,,,,,,,
01225,北海道,,滝川市,滝川市,,,,,,,,,,,,,,,,
01226,北海道,,砂川市,砂川市,,,,,,,,,,,,,,,,
01227,北海道,,歌志内市,歌志内市,,,,,,,,,,,,,,,,
01228,北海道,,深川市,深川市,,,,,,,,,,,,,,,,
01229,北海道,,富良野市,富良野市,,,,,,,,,,,,,,,,
01230,北海道,,登別市,登別市,,,,,,,,,,,,,,,,
01231,北海道,,恵庭市,恵庭市,,,,,,,,,,,,,,,,
01233,北海道,,伊達市,伊達市,,,,,,,,,,,,,,,,
01234,北海道,,北広島市,北広島市,,,,,,,,,,,,,,,,
01235,北海道,,石狩市,石狩市,,,,,,,,,,,,,,,,
01236,北海道,,北斗市,北斗市,,,,,,,,,,,,,,,,
01300,北海道,石狩支庁,,石狩支庁,,,,,,,,,,,,,,,,
01303,北海道,石狩支庁,当別町,石狩支庁当別町,,,,,,,,,,,,,,,,
01304,北海道,石狩支庁,新篠津村,石狩支庁新篠津村,,,,,,,,,,,,,,,,
01330,北海道,渡島支庁,,渡島支庁,,,,,,,,,,,,,,,,
01331,北海道,渡島支庁,松前町,渡島支庁松前町,,,,,,,,,,,,,,,,
01332,北海道,渡島支庁,福島町,渡島支庁福島町,,,,,,,,,,,,,,,,
01333,北海道,渡島支庁,知内町,渡島支庁知内町,,,,,,,,,,,,,,,,
01334,北海道,渡島支庁,木古内町,渡島支庁木古内町,,,,,,,,,,,,,,,,
01337,北海道,渡島支庁,七飯町,渡島支庁七飯町,,,,,,,,,,,,,,,,
01343,北海道,渡島支庁,鹿部町,渡島支庁鹿部町,,,,,,,,,,,,,,,,
01345,北海道,渡島支庁,森町,渡島支庁森町,,,,,,,,,,,,,,,,
01346,北海道,渡島支庁,八雲町,渡島支庁八雲町,,,,,,,,,,,,,,,,
01347,北海道,渡島支庁,長万部町,渡島支庁長万部町,,,,,,,,,,,,,,,,
01360,北海道,檜山支庁,,檜山支庁,,,,,,,,,,,,,,,,
01361,北海道,檜山支庁,江差町,檜山支庁江差町,,,,,,,,,,,,,,,,
01362,北海道,檜山支庁,上ノ国町,檜山支庁上ノ国町,,,,,,,,,,,,,,,,
01363,北海道,檜山支庁,厚沢部町,檜山支庁厚沢部町,,,,,,,,,,,,,,,,
01364,北海道,檜山支庁,乙部町,檜山支庁乙部町,,,,,,,,,,,,,,,,
01367,北海道,檜山支庁,奥尻町,檜山支庁奥尻町,,,,,,,,,,,,,,,,
01370,北海道,檜山支庁,今金町,檜山支庁今金町,,,,,,,,,,,,,,,,
01371,北海道,檜山支庁,せたな町,檜山支庁せたな町,,,,,,,,,,,,,,,,
01390,北海道,後志支庁,,後志支庁,,,,,,,,,,,,,,,,
01391,北海道,後志支庁,島牧村,後志支庁島牧村,,,,,,,,,,,,,,,,
01392,北海道,後志支庁,寿都町,後志支庁寿都町,,,,,,,,,,,,,,,,
01393,北海道,後志支庁,黒松内町,後志支庁黒松内町,,,,,,,,,,,,,,,,
01394,北海道,後志支庁,蘭越町,後志支庁蘭越町,,,,,,,,,,,,,,,,
01395,北海道,後志支庁,ニセコ町,後志支庁ニセコ町,,,,,,,,,,,,,,,,
01396,北海道,後志支庁,真狩村,後志支庁真狩村,,,,,,,,,,,,,,,,
01397,北海道,後志支庁,留寿都村,後志支庁留寿都村,,,,,,,,,,,,,,,,
01398,北海道,後志支庁,喜茂別町,後志支庁喜茂別町,,,,,,,,,,,,,,,,
01399,北海道,後志支庁,京極町,後志支庁京極町,,,,,,,,,,,,,,,,
01400,北海道,後志支庁,倶知安町,後志支庁倶知安町,,,,,,,,,,,,,,,,
01401,北海道,後志支庁,共和町,後志支庁共和町,,,,,,,,,,,,,,,,
01402,北海道,後志支庁,岩内町,後志支庁岩内町,,,,,,,,,,,,,,,,
01403,北海道,後志支庁,泊村,後志支庁泊村,,,,,,,,,,,,,,,,
01404,北海道,後志支庁,神恵内村,後志支庁神恵内村,,,,,,,,,,,,,,,,
01405,北海道,後志支庁,積丹町,後志支庁積丹町,,,,,,,,,,,,,,,,
01406,北海道,後志支庁,古平町,後志支庁古平町,,,,,,,,,,,,,,,,
01407,北海道,後志支庁,仁木町,後志支庁仁木町,,,,,,,,,,,,,,,,
01408,北海道,後志支庁,余市町,後志支庁余市町,,,,,,,,,,,,,,,,
01409,北海道,後志支庁,赤井川村,後志支庁赤井川村,,,,,,,,,,,,,,,,
01420,北海道,空知支庁,,空知支庁,,,,,,,,,,,,,,,,
01423,北海道,空知支庁,南幌町,空知支庁南幌町,,,,,,,,,,,,,,,,
01424,北海道,空知支庁,奈井江町,空知支庁奈井江町,,,,,,,,,,,,,,,,
01425,北海道,空知支庁,上砂川町,空知支庁上砂川町,,,,,,,,,,,,,,,,
01427,北海道,空知支庁,由仁町,空知支庁由仁町,,,,,,,,,,,,,,,,
01428,北海道,空知支庁,長沼町,空知支庁長沼町,,,,,,,,,,,,,,,,
01429,北海道,空知支庁,栗山町,空知支庁栗山町,,,,,,,,,,,,,,,,
01430,北海道,空知支庁,月形町,空知支庁月形町,,,,,,,,,,,,,,,,
01431,北海道,空知支庁,浦臼町,空知支庁浦臼町,,,,,,,,,,,,,,,,
01432,北海道,空知支庁,新十津川町,空知支庁新十津川町,,,,,,,,,,,,,,,,
01433,北海道,空知支庁,妹背牛町,空知支庁妹背牛町,,,,,,,,,,,,,,,,
01434,北海道,空知支庁,秩父別町,空知支庁秩父別町,,,,,,,,,,,,,,,,
01436,北海道,空知支庁,雨竜町,空知支庁雨竜町,,,,,,,,,,,,,,,,
01437,北海道,空知支庁,北竜町,空知支庁北竜町,,,,,,,,,,,,,,,,
01438,北海道,空知支庁,沼田町,空知支庁沼田町,,,,,,,,,,,,,,,,
01439,北海道,空知支庁,幌加内町,空知支庁幌加内町,,,,,,,,,,,,,,,,
01450,北海道,上川支庁,,上川支庁,,,,,,,,,,,,,,,,
01452,北海道,上川支庁,鷹栖町,上川支庁鷹栖町,,,,,,,,,,,,,,,,
01453,北海道,上川支庁,東神楽町,上川支庁東神楽町,,,,,,,,,,,,,,,,
01454,北海道,上川支庁,当麻町,上川支庁当麻町,,,,,,,,,,,,,,,,
01455,北海道,上川支庁,比布町,上川支庁比布町,,,,,,,,,,,,,,,,
01456,北海道,上川支庁,愛別町,上川支庁愛別町,,,,,,,,,,,,,,,,
01457,北海道,上川支庁,上川町,上川支庁上川町,,,,,,,,,,,,,,,,
01458,北海道,上川支庁,東川町,上川支庁東川町,,,,,,,,,,,,,,,,
01459,北海道,上川支庁,美瑛町,上川支庁美瑛町,,,,,,,,,,,,,,,,
01460,北海道,上川支庁,上富良野町,上川支庁上富良野町,,,,,,,,,,,,,,,,
01461,北海道,上川支庁,中富良野町,上川支庁中富良野町,,,,,,,,,,,,,,,,
01462,北海道,上川支庁,南富良野町,上川支庁南富良野町,,,,,,,,,,,,,,,,
01463,北海道,上川支庁,占冠村,上川支庁占冠村,,,,,,,,,,,,,,,,
01464,北海道,上川支庁,和寒町,上川支庁和寒町,,,,,,,,,,,,,,,,
01465,北海道,上川支庁,剣淵町,上川支庁剣淵町,,,,,,,,,,,,,,,,
01468,北海道,上川支庁,下川町,上川支庁下川町,,,,,,,,,,,,,,,,
01469,北海道,上川支庁,美深町,上川支庁美深町,,,,,,,,,,,,,,,,
01470,北海道,上川支庁,音威子府村,上川支庁音威子府村,,,,,,,,,,,,,,,,
01471,北海道,上川支庁,中川町,上川支庁中川町,,,,,,,,,,,,,,,,
01480,北海道,留萌支庁,,留萌支庁,,,,,,,,,,,,,,,,
01481,北海道,留萌支庁,増毛町,留萌支庁増毛町,,,,,,,,,,,,,,,,
01482,北海道,留萌支庁,小平町,留萌支庁小平町,,,,,,,,,,,,,,,,
01483,北海道,留萌支庁,苫前町,留萌支庁苫前町,,,,,,,,,,,,,,,,
01484,北海道,留萌支庁,羽幌町,留萌支庁羽幌町,,,,,,,,,,,,,,,,
01485,北海道,留萌支庁,初山別村,留萌支庁初山別村,,,,,,,,,,,,,,,,
01486,北海道,留萌支庁,遠別町,留萌支庁遠別町,,,,,,,,,,,,,,,,
01487,北海道,留萌支庁,天塩町,留萌支庁天塩町,,,,,,,,,,,,,,,,
01488,北海道,留萌支庁,幌延町,留萌支庁幌延町,,,,,,,,,,,,,,,,
01510,北海道,宗谷支庁,,宗谷支庁,,,,,,,,,,,,,,,,
01511,北海道,宗谷支庁,猿払村,宗谷支庁猿払村,,,,,,,,,,,,,,,,
01512,北海道,宗谷支庁,浜頓別町,宗谷支庁浜頓別町,,,,,,,,,,,,,,,,
01513,北海道,宗谷支庁,中頓別町,宗谷支庁中頓別町,,,,,,,,,,,,,,,,
01514,北海道,宗谷支庁,枝幸町,宗谷支庁枝幸町,,,,,,,,,,,,,,,,
01516,北海道,宗谷支庁,豊富町,宗谷支庁豊富町,,,,,,,,,,,,,,,,
01517,北海道,宗谷支庁,礼文町,宗谷支庁礼文町,,,,,,,,,,,,,,,,
01518,北海道,宗谷支庁,利尻町,宗谷支庁利尻町,,,,,,,,,,,,,,,,
01519,北海道,宗谷支庁,利尻富士町,宗谷支庁利尻富士町,,,,,,,,,,,,,,,,
01540,北海道,網走支庁,,網走支庁,,,,,,,,,,,,,,,,
01543,北海道,網走支庁,美幌町,網走支庁美幌町,,,,,,,,,,,,,,,,
01544,北海道,網走支庁,津別町,網走支庁津別町,,,,,,,,,,,,,,,,
01545,北海道,網走支庁,斜里町,網走支庁斜里町,,,,,,,,,,,,,,,,
01546,北海道,網走支庁,清里町,網走支庁清里町,,,,,,,,,,,,,,,,
01547,北海道,網走支庁,小清水町,網走支庁小清水町,,,,,,,,,,,,,,,,
01549,北海道,網走支庁,訓子府町,網走支庁訓子府町,,,,,,,,,,,,,,,,
01550,北海道,網走支庁,置戸町,網走支庁置戸町,,,,,,,,,,,,,,,,
01552,北海道,網走支庁,佐呂間町,網走支庁佐呂間町,,,,,,,,,,,,,,,,
01555,北海道,網走支庁,遠軽町,網走支庁遠軽町,,,,,,,,,,,,,,,,
01558,北海道,網走支庁,上湧別町,網走支庁上湧別町,,,,,,,,,,,,,,,,
01559,北海道,網走支庁,湧別町,網走支庁湧別町,,,,,,,,,,,,,,,,
01560,北海道,網走支庁,滝上町,網走支庁滝上町,,,,,,,,,,,,,,,,
01561,北海道,網走支庁,興部町,網走支庁興部町,,,,,,,,,,,,,,,,
01562,北海道,網走支庁,西興部村,網走支庁西興部村,,,,,,,,,,,,,,,,
01563,北海道,網走支庁,雄武町,網走支庁雄武町,,,,,,,,,,,,,,,,
01564,北海道,網走支庁,大空町,網走支庁大空町,,,,,,,,,,,,,,,,
01570,北海道,胆振支庁,,胆振支庁,,,,,,,,,,,,,,,,
01571,北海道,胆振支庁,豊浦町,胆振支庁豊浦町,,,,,,,,,,,,,,,,
01575,北海道,胆振支庁,壮瞥町,胆振支庁壮瞥町,,,,,,,,,,,,,,,,
01578,北海道,胆振支庁,白老町,胆振支庁白老町,,,,,,,,,,,,,,,,
01581,北海道,胆振支庁,厚真町,胆振支庁厚真町,,,,,,,,,,,,,,,,
01584,北海道,胆振支庁,洞爺湖町,胆振支庁洞爺湖町,,,,,,,,,,,,,,,,
01585,北海道,胆振支庁,安平町,胆振支庁安平町,,,,,,,,,,,,,,,,
01586,北海道,胆振支庁,むかわ町,胆振支庁むかわ町,,,,,,,,,,,,,,,,
01600,北海道,日高支庁,,日高支庁,,,,,,,,,,,,,,,,
01601,北海道,日高支庁,日高町,日高支庁日高町,,,,,,,,,,,,,,,,
01602,北海道,日高支庁,平取町,日高支庁平取町,,,,,,,,,,,,,,,,
01604,北海道,日高支庁,新冠町,日高支庁新冠町,,,,,,,,,,,,,,,,
01607,北海道,日高支庁,浦河町,日高支庁浦河町,,,,,,,,,,,,,,,,
01608,北海道,日高支庁,様似町,日高支庁様似町,,,,,,,,,,,,,,,,
01609,北海道,日高支庁,えりも町,日高支庁えりも町,,,,,,,,,,,,,,,,
01610,北海道,日高支庁,新ひだか町,日高支庁新ひだか町,,,,,,,,,,,,,,,,
01630,北海道,十勝支庁,,十勝支庁,,,,,,,,,,,,,,,,
01631,北海道,十勝支庁,音更町,十勝支庁音更町,,,,,,,,,,,,,,,,
01632,北海道,十勝支庁,士幌町,十勝支庁士幌町,,,,,,,,,,,,,,,,
01633,北海道,十勝支庁,上士幌町,十勝支庁上士幌町,,,,,,,,,,,,,,,,
01634,北海道,十勝支庁,鹿追町,十勝支庁鹿追町,,,,,,,,,,,,,,,,
01635,北海道,十勝支庁,新得町,十勝支庁新得町,,,,,,,,,,,,,,,,
01636,北海道,十勝支庁,清水町,十勝支庁清水町,,,,,,,,,,,,,,,,
01637,北海道,十勝支庁,芽室町,十勝支庁芽室町,,,,,,,,,,,,,,,,
01638,北海道,十勝支庁,中札内村,十勝支庁中札内村,,,,,,,,,,,,,,,,
01639,北海道,十勝支庁,更別村,十勝支庁更別村,,,,,,,,,,,,,,,,
01641,北海道,十勝支庁,大樹町,十勝支庁大樹町,,,,,,,,,,,,,,,,
01642,北海道,十勝支庁,広尾町,十勝支庁広尾町,,,,,,,,,,,,,,,,
01643,北海道,十勝支庁,幕別町,十勝支庁幕別町,,,,,,,,,,,,,,,,
01644,北海道,十勝支庁,池田町,十勝支庁池田町,,,,,,,,,,,,,,,,
01645,北海道,十勝支庁,豊頃町,十勝支庁豊頃町,,,,,,,,,,,,,,,,
01646,北海道,十勝支庁,本別町,十勝支庁本別町,,,,,,,,,,,,,,,,
01647,北海道,十勝支庁,足寄町,十勝支庁足寄町,,,,,,,,,,,,,,,,
01648,北海道,十勝支庁,陸別町,十勝支庁陸別町,,,,,,,,,,,,,,,,
01649,北海道,十勝支庁,浦幌町,十勝支庁浦幌町,,,,,,,,,,,,,,,,
01660,北海道,釧路支庁,,釧路支庁,,,,,,,,,,,,,,,,
01661,北海道,釧路支庁,釧路町,釧路支庁釧路町,,,,,,,,,,,,,,,,
01662,北海道,釧路支庁,厚岸町,釧路支庁厚岸町,,,,,,,,,,,,,,,,
01663,北海道,釧路支庁,浜中町,釧路支庁浜中町,,,,,,,,,,,,,,,,
01664,北海道,釧路支庁,標茶町,釧路支庁標茶町,,,,,,,,,,,,,,,,
01665,北海道,釧路支庁,弟子屈町,釧路支庁弟子屈町,,,,,,,,,,,,,,,,
01667,北海道,釧路支庁,鶴居村,釧路支庁鶴居村,,,,,,,,,,,,,,,,
01668,北海道,釧路支庁,白糠町,釧路支庁白糠町,,,,,,,,,,,,,,,,
01690,北海道,根室支庁,,根室支庁,,,,,,,,,,,,,,,,
01691,北海道,根室支庁,別海町,根室支庁別海町,,,,,,,,,,,,,,,,
01692,北海道,根室支庁,中標津町,根室支庁中標津町,,,,,,,,,,,,,,,,
01693,北海道,根室支庁,標津町,根室支庁標津町,,,,,,,,,,,,,,,,
01694,北海道,根室支庁,羅臼町,根室支庁羅臼町,,,,,,,,,,,,,,,,
01695,北海道,根室支庁,色丹村,根室支庁色丹村,,,,,,,,,,,,,,,,
01696,北海道,根室支庁,泊村,根室支庁泊村,,,,,,,,,,,,,,,,
01697,北海道,根室支庁,留夜別村,根室支庁留夜別村,,,,,,,,,,,,,,,,
01698,北海道,根室支庁,留別村,根室支庁留別村,,,,,,,,,,,,,,,,
01699,北海道,根室支庁,紗那村,根室支庁紗那村,,,,,,,,,,,,,,,,
01700,北海道,根室支庁,蘂取村,根室支庁蘂取村,,,,,,,,,,,,,,,,
02201,青森県,,青森市,青森市,,,,,,,,,,,,,,,,
02202,青森県,,弘前市,弘前市,,,,,,,,,,,,,,,,
02203,青森県,,八戸市,八戸市,,,,,,,,,,,,,,,,
02204,青森県,,黒石市,黒石市,,,,,,,,,,,,,,,,
02205,青森県,,五所川原市,五所川原市,,,,,,,,,,,,,,,,
02206,青森県,,十和田市,十和田市,,,,,,,,,,,,,,,,
02207,青森県,,三沢市,三沢市,,,,,,,,,,,,,,,,
02208,青森県,,むつ市,むつ市,,,,,,,,,,,,,,,,
02209,青森県,,つがる市,つがる市,,,,,,,,,,,,,,,,
02210,青森県,,平川市,平川市,,,,,,,,,,,,,,,,
02300,青森県,東津軽郡,,東津軽郡,,,,,,,,,,,,,,,,
02301,青森県,東津軽郡,平内町,東津軽郡平内町,,,,,,,,,,,,,,,,
02303,青森県,東津軽郡,今別町,東津軽郡今別町,,,,,,,,,,,,,,,,
02304,青森県,東津軽郡,蓬田村,東津軽郡蓬田村,,,,,,,,,,,,,,,,
02307,青森県,東津軽郡,外ヶ浜町,東津軽郡外ヶ浜町,,,,,,,,,,,,,,,,
02320,青森県,西津軽郡,,西津軽郡,,,,,,,,,,,,,,,,
02321,青森県,西津軽郡,鰺ヶ沢町,西津軽郡鰺ヶ沢町,,,,,,,,,,,,,,,,
02323,青森県,西津軽郡,深浦町,西津軽郡深浦町,,,,,,,,,,,,,,,,
02340,青森県,中津軽郡,,中津軽郡,,,,,,,,,,,,,,,,
02343,青森県,中津軽郡,西目屋村,中津軽郡西目屋村,,,,,,,,,,,,,,,,
02360,青森県,南津軽郡,,南津軽郡,,,,,,,,,,,,,,,,
02361,青森県,南津軽郡,藤崎町,南津軽郡藤崎町,,,,,,,,,,,,,,,,
02362,青森県,南津軽郡,大鰐町,南津軽郡大鰐町,,,,,,,,,,,,,,,,
02367,青森県,南津軽郡,田舎館村,南津軽郡田舎館村,,,,,,,,,,,,,,,,
02380,青森県,北津軽郡,,北津軽郡,,,,,,,,,,,,,,,,
02381,青森県,北津軽郡,板柳町,北津軽郡板柳町,,,,,,,,,,,,,,,,
02384,青森県,北津軽郡,鶴田町,北津軽郡鶴田町,,,,,,,,,,,,,,,,
02387,青森県,北津軽郡,中泊町,北津軽郡中泊町,,,,,,,,,,,,,,,,
02400,青森県,上北郡,,上北郡,,,,,,,,,,,,,,,,
02401,青森県,上北郡,野辺地町,上北郡野辺地町,,,,,,,,,,,,,,,,
02402,青森県,上北郡,七戸町,上北郡七戸町,,,,,,,,,,,,,,,,
02405,青森県,上北郡,六戸町,上北郡六戸町,,,,,,,,,,,,,,,,
02406,青森県,上北郡,横浜町,上北郡横浜町,,,,,,,,,,,,,,,,
02408,青森県,上北郡,東北町,上北郡東北町,,,,,,,,,,,,,,,,
02411,青森県,上北郡,六ヶ所村,上北郡六ヶ所村,,,,,,,,,,,,,,,,
02412,青森県,上北郡,おいらせ町,上北郡おいらせ町,,,,,,,,,,,,,,,,
02420,青森県,下北郡,,下北郡,,,,,,,,,,,,,,,,
02423,青森県,下北郡,大間町,下北郡大間町,,,,,,,,,,,,,,,,
02424,青森県,下北郡,東通村,下北郡東通村,,,,,,,,,,,,,,,,
02425,青森県,下北郡,風間浦村,下北郡風間浦村,,,,,,,,,,,,,,,,
02426,青森県,下北郡,佐井村,下北郡佐井村,,,,,,,,,,,,,,,,
02440,青森県,三戸郡,,三戸郡,,,,,,,,,,,,,,,,
02441,青森県,三戸郡,三戸町,三戸郡三戸町,,,,,,,,,,,,,,,,
02442,青森県,三戸郡,五戸町,三戸郡五戸町,,,,,,,,,,,,,,,,
02443,青森県,三戸郡,田子町,三戸郡田子町,,,,,,,,,,,,,,,,
02445,青森県,三戸郡,南部町,三戸郡南部町,,,,,,,,,,,,,,,,
02446,青森県,三戸郡,階上町,三戸郡階上町,,,,,,,,,,,,,,,,
02450,青森県,三戸郡,新郷村,三戸郡新郷村,,,,,,,,,,,,,,,,
03201,岩手県,,盛岡市,盛岡市,,,,,,,,,,,,,,,,
03202,岩手県,,宮古市,宮古市,,,,,,,,,,,,,,,,
03203,岩手県,,大船渡市,大船渡市,,,,,,,,,,,,,,,,
03205,岩手県,,花巻市,花巻市,,,,,,,,,,,,,,,,
03206,岩手県,,北上市,北上市,,,,,,,,,,,,,,,,
03207,岩手県,,久慈市,久慈市,,,,,,,,,,,,,,,,
03208,岩手県,,遠野市,遠野市,,,,,,,,,,,,,,,,
03209,岩手県,,一関市,一関市,,,,,,,,,,,,,,,,
03210,岩手県,,陸前高田市,陸前高田市,,,,,,,,,,,,,,,,
03211,岩手県,,釜石市,釜石市,,,,,,,,,,,,,,,,
03213,岩手県,,二戸市,二戸市,,,,,,,,,,,,,,,,
03214,岩手県,,八幡平市,八幡平市,,,,,,,,,,,,,,,,
03215,岩手県,,奥州市,奥州市,,,,,,,,,,,,,,,,
03300,岩手県,岩手郡,,岩手郡,,,,,,,,,,,,,,,,
03301,岩手県,岩手郡,雫石町,岩手郡雫石町,,,,,,,,,,,,,,,,
03302,岩手県,岩手郡,葛巻町,岩手郡葛巻町,,,,,,,,,,,,,,,,
03303,岩手県,岩手郡,岩手町,岩手郡岩手町,,,,,,,,,,,,,,,,
03305,岩手県,岩手郡,滝沢村,岩手郡滝沢村,,,,,,,,,,,,,,,,
03320,岩手県,紫波郡,,紫波郡,,,,,,,,,,,,,,,,
03321,岩手県,紫波郡,紫波町,紫波郡紫波町,,,,,,,,,,,,,,,,
03322,岩手県,紫波郡,矢巾町,紫波郡矢巾町,,,,,,,,,,,,,,,,
03360,岩手県,和賀郡,,和賀郡,,,,,,,,,,,,,,,,
03366,岩手県,和賀郡,西和賀町,和賀郡西和賀町,,,,,,,,,,,,,,,,
03380,岩手県,胆沢郡,,胆沢郡,,,,,,,,,,,,,,,,
03381,岩手県,胆沢郡,金ケ崎町,胆沢郡金ケ崎町,,,,,,,,,,,,,,,,
03400,岩手県,西磐井郡,,西磐井郡,,,,,,,,,,,,,,,,
03402,岩手県,西磐井郡,平泉町,西磐井郡平泉町,,,,,,,,,,,,,,,,
03420,岩手県,東磐井郡,,東磐井郡,,,,,,,,,,,,,,,,
03422,岩手県,東磐井郡,藤沢町,東磐井郡藤沢町,,,,,,,,,,,,,,,,
03440,岩手県,気仙郡,,気仙郡,,,,,,,,,,,,,,,,
03441,岩手県,気仙郡,住田町,気仙郡住田町,,,,,,,,,,,,,,,,
03460,岩手県,上閉伊郡,,上閉伊郡,,,,,,,,,,,,,,,,
03461,岩手県,上閉伊郡,大槌町,上閉伊郡大槌町,,,,,,,,,,,,,,,,
03480,岩手県,下閉伊郡,,下閉伊郡,,,,,,,,,,,,,,,,
03482,岩手県,下閉伊郡,山田町,下閉伊郡山田町,,,,,,,,,,,,,,,,
03483,岩手県,下閉伊郡,岩泉町,下閉伊郡岩泉町,,,,,,,,,,,,,,,,
03484,岩手県,下閉伊郡,田野畑村,下閉伊郡田野畑村,,,,,,,,,,,,,,,,
03485,岩手県,下閉伊郡,普代村,下閉伊郡普代村,,,,,,,,,,,,,,,,
03487,岩手県,下閉伊郡,川井村,下閉伊郡川井村,,,,,,,,,,,,,,,,
03500,岩手県,九戸郡,,九戸郡,,,,,,,,,,,,,,,,
03501,岩手県,九戸郡,軽米町,九戸郡軽米町,,,,,,,,,,,,,,,,
03503,岩手県,九戸郡,野田村,九戸郡野田村,,,,,,,,,,,,,,,,
03506,岩手県,九戸郡,九戸村,九戸郡九戸村,,,,,,,,,,,,,,,,
03507,岩手県,九戸郡,洋野町,九戸郡洋野町,,,,,,,,,,,,,,,,
03520,岩手県,二戸郡,,二戸郡,,,,,,,,,,,,,,,,
03524,岩手県,二戸郡,一戸町,二戸郡一戸町,,,,,,,,,,,,,,,,
04100,宮城県,仙台市,,仙台市,,,,,,,,,,,,,,,,
04101,宮城県,仙台市,青葉区,仙台市青葉区,,,,,,,,,,,,,,,,
04102,宮城県,仙台市,宮城野区,仙台市宮城野区,,,,,,,,,,,,,,,,
04103,宮城県,仙台市,若林区,仙台市若林区,,,,,,,,,,,,,,,,
04104,宮城県,仙台市,太白区,仙台市太白区,,,,,,,,,,,,,,,,
04105,宮城県,仙台市,泉区,仙台市泉区,,,,,,,,,,,,,,,,
04202,宮城県,,石巻市,石巻市,,,,,,,,,,,,,,,,
04203,宮城県,,塩竈市,塩竈市,,,,,,,,,,,,,,,,
04205,宮城県,,気仙沼市,気仙沼市,,,,,,,,,,,,,,,,
04206,宮城県,,白石市,白石市,,,,,,,,,,,,,,,,
04207,宮城県,,名取市,名取市,,,,,,,,,,,,,,,,
04208,宮城県,,角田市,角田市,,,,,,,,,,,,,,,,
04209,宮城県,,多賀城市,多賀城市,,,,,,,,,,,,,,,,
04211,宮城県,,岩沼市,岩沼市,,,,,,,,,,,,,,,,
04212,宮城県,,登米市,登米市,,,,,,,,,,,,,,,,
04213,宮城県,,栗原市,栗原市,,,,,,,,,,,,,,,,
04214,宮城県,,東松島市,東松島市,,,,,,,,,,,,,,,,
04215,宮城県,,大崎市,大崎市,,,,,,,,,,,,,,,,
04300,宮城県,刈田郡,,刈田郡,,,,,,,,,,,,,,,,
04301,宮城県,刈田郡,蔵王町,刈田郡蔵王町,,,,,,,,,,,,,,,,
04302,宮城県,刈田郡,七ヶ宿町,刈田郡七ヶ宿町,,,,,,,,,,,,,,,,
04320,宮城県,柴田郡,,柴田郡,,,,,,,,,,,,,,,,
04321,宮城県,柴田郡,大河原町,柴田郡大河原町,,,,,,,,,,,,,,,,
04322,宮城県,柴田郡,村田町,柴田郡村田町,,,,,,,,,,,,,,,,
